"","actor1","actor2"
"4833",122,61
"4834",82,121
"4835",121,82
"4836",121,82
"4837",17,138
"4838",120,92
"4839",131,20
"4840",131,122
"4841",131,61
"4842",77,53
"4843",40,22
"4844",20,131
"4845",20,61
"4846",41,74
"4847",59,49
"4848",62,90
"4849",82,121
"4850",20,122
"4851",20,131
"4852",20,122
"4853",20,122
"4854",7,82
"4855",25,124
"4856",121,82
"4857",82,7
"4858",121,82
"4859",82,121
"4860",149,91
"4861",149,91
"4862",120,59
"4863",24,131
"4864",120,138
"4865",39,142
"4866",149,91
"4867",149,129
"4868",1,100
"4869",123,67
"4870",59,138
"4871",44,144
"4872",67,11
"4873",98,67
"4874",59,120
"4875",49,59
"4876",59,138
"4877",59,49
"4878",41,74
"4879",59,49
"4880",45,67
"4881",62,79
"4882",7,148
"4883",120,138
"4884",43,69
"4885",44,89
"4886",24,90
"4887",120,138
"4888",46,20
"4889",20,122
"4890",20,122
"4891",61,122
"4892",84,67
"4893",20,131
"4894",20,122
"4895",94,26
"4896",120,59
"4897",5,69
"4898",104,105
"4899",118,112
"4900",120,92
"4901",120,59
"4902",120,59
"4903",120,92
"4904",120,92
"4905",120,138
"4906",94,26
"4907",1,98
"4908",1,84
"4909",94,26
"4910",59,49
"4911",149,91
"4912",46,20
"4913",121,60
"4914",120,138
"4915",118,100
"4916",61,20
"4917",20,131
"4918",20,131
"4919",94,26
"4920",24,67
"4921",77,15
"4922",77,120
"4923",138,59
"4924",138,65
"4925",121,60
"4926",43,112
"4927",20,131
"4928",135,147
"4929",104,90
"4930",146,60
"4931",20,61
"4932",156,24
"4933",90,78
"4934",20,117
"4935",46,20
"4936",20,117
"4937",117,27
"4938",117,34
"4939",44,33
"4940",46,131
"4941",20,131
"4942",90,156
"4943",90,156
"4944",20,131
"4945",90,10
"4946",121,82
"4947",82,7
"4948",20,131
"4949",131,20
"4950",5,74
"4951",11,113
"4952",11,24
"4953",24,98
"4954",24,131
"4955",24,11
"4956",41,152
"4957",24,98
"4958",113,20
"4959",148,7
"4960",20,131
"4961",20,131
"4962",20,131
"4963",24,82
"4964",5,74
"4965",20,61
"4966",113,109
"4967",44,33
"4968",20,61
"4969",20,131
"4970",46,113
"4971",5,69
"4972",20,131
"4973",20,131
"4974",39,50
"4975",74,41
"4976",38,48
"4977",113,67
"4978",46,33
"4979",113,147
"4980",122,61
"4981",20,122
"4982",46,20
"4983",20,131
"4984",20,131
"4985",113,20
"4986",20,131
"4987",24,11
"4988",131,20
"4989",131,20
"4990",20,122
"4991",20,131
"4992",113,104
"4993",131,20
"4994",39,50
"4995",39,142
"4996",1,98
"4997",138,59
"4998",90,142
"4999",61,20
"5000",67,1
"5001",43,156
"5002",20,61
"5003",59,120
"5004",59,49
"5005",59,49
"5006",65,138
"5007",92,138
"5008",95,58
"5009",59,21
"5010",61,122
"5011",20,131
"5012",20,131
"5013",117,17
"5014",41,74
"5015",117,17
"5016",24,67
"5017",46,20
"5018",138,59
"5019",113,20
"5020",24,67
"5021",24,45
"5022",20,131
"5023",156,55
"5024",20,131
"5025",156,55
"5026",1,42
"5027",61,122
"5028",131,20
"5029",39,142
"5030",25,113
"5031",39,50
"5032",20,131
"5033",39,50
"5034",20,131
"5035",34,145
"5036",82,121
"5037",20,131
"5038",59,49
"5039",121,82
"5040",121,24
"5041",5,69
"5042",65,147
"5043",69,5
"5044",121,11
"5045",24,90
"5046",24,143
"5047",46,109
"5048",69,3
"5049",121,82
"5050",77,53
"5051",121,11
"5052",135,67
"5053",20,131
"5054",5,69
"5055",74,41
"5056",20,131
"5057",20,131
"5058",77,109
"5059",39,142
"5060",61,82
"5061",59,4
"5062",49,59
"5063",59,49
"5064",49,59
"5065",46,131
"5066",20,131
"5067",122,20
"5068",58,53
"5069",109,77
"5070",20,122
"5071",24,67
"5072",20,131
"5073",59,49
"5074",46,113
"5075",100,118
"5076",46,113
"5077",46,113
"5078",148,7
"5079",59,49
"5080",46,113
"5081",49,59
"5082",59,49
"5083",5,69
"5084",46,113
"5085",92,138
"5086",85,118
"5087",20,131
"5088",46,20
"5089",121,82
"5090",45,113
"5091",58,138
"5092",113,45
"5093",45,24
"5094",20,61
"5095",20,131
"5096",91,149
"5097",61,20
"5098",131,20
"5099",20,117
"5100",20,61
"5101",58,138
"5102",20,131
"5103",7,148
"5104",20,131
"5105",20,131
"5106",90,78
"5107",131,20
"5108",59,49
"5109",41,152
"5110",74,69
"5111",20,46
"5112",121,82
"5113",59,138
"5114",41,152
"5115",20,131
"5116",59,138
"5117",5,69
"5118",117,17
"5119",69,156
"5120",100,118
"5121",92,138
"5122",20,131
"5123",90,104
"5124",20,131
"5125",104,105
"5126",154,138
"5127",131,113
"5128",121,82
"5129",69,5
"5130",117,72
"5131",20,117
"5132",20,131
"5133",57,47
"5134",39,142
"5135",5,69
"5136",69,5
"5137",154,59
"5138",45,109
"5139",24,67
"5140",72,117
"5141",118,112
"5142",121,1
"5143",121,7
"5144",46,20
"5145",41,74
"5146",41,74
"5147",117,34
"5148",53,59
"5149",20,46
"5150",58,95
"5151",34,57
"5152",20,61
"5153",61,20
"5154",61,147
"5155",20,61
"5156",58,95
"5157",20,46
"5158",20,46
"5159",34,117
"5160",1,121
"5161",20,61
"5162",20,61
"5163",20,61
"5164",20,131
"5165",88,150
"5166",58,53
"5167",118,112
"5168",46,20
"5169",46,20
"5170",92,138
"5171",92,138
"5172",59,138
"5173",59,138
"5174",20,131
"5175",20,131
"5176",113,45
"5177",113,15
"5178",113,15
"5179",117,17
"5180",85,100
"5181",85,100
"5182",67,24
"5183",77,113
"5184",74,5
"5185",5,74
"5186",74,5
"5187",5,74
"5188",74,5
"5189",74,41
"5190",61,20
"5191",106,63
"5192",69,102
"5193",20,61
"5194",61,131
"5195",24,68
"5196",46,113
"5197",59,120
"5198",59,92
"5199",120,59
"5200",100,118
"5201",121,82
"5202",121,82
"5203",15,113
"5204",5,74
"5205",59,138
"5206",46,131
"5207",59,49
"5208",59,49
"5209",120,138
"5210",120,26
"5211",113,15
"5212",117,17
"5213",46,20
"5214",46,20
"5215",131,61
"5216",20,131
"5217",20,61
"5218",61,131
"5219",61,131
"5220",36,140
"5221",131,61
"5222",5,69
"5223",34,145
"5224",46,113
"5225",113,98
"5226",138,53
"5227",109,148
"5228",138,59
"5229",138,59
"5230",113,24
"5231",113,109
"5232",58,113
"5233",46,20
"5234",5,69
"5235",59,138
"5236",41,74
"5237",41,152
"5238",41,152
"5239",20,131
"5240",5,74
"5241",74,5
"5242",5,74
"5243",11,7
"5244",100,118
"5245",118,100
"5246",95,26
"5247",90,62
"5248",90,62
"5249",41,152
"5250",59,49
"5251",59,138
"5252",69,75
"5253",46,20
"5254",69,75
"5255",92,138
"5256",41,152
"5257",59,49
"5258",57,47
"5259",49,92
"5260",59,49
"5261",46,113
"5262",59,138
"5263",104,105
"5264",113,15
"5265",60,121
"5266",121,123
"5267",92,120
"5268",24,67
"5269",59,138
"5270",43,102
"5271",65,59
"5272",67,121
"5273",67,155
"5274",59,65
"5275",123,121
"5276",41,74
"5277",120,59
"5278",109,45
"5279",82,121
"5280",65,59
"5281",46,20
"5282",69,102
"5283",46,20
"5284",131,113
"5285",59,65
"5286",131,20
"5287",65,59
"5288",20,131
"5289",59,49
"5290",131,20
"5291",59,4
"5292",43,112
"5293",121,82
"5294",120,138
"5295",121,67
"5296",34,17
"5297",46,20
"5298",46,20
"5299",113,45
"5300",46,18
"5301",95,91
"5302",146,60
"5303",138,120
"5304",104,10
"5305",46,131
"5306",46,20
"5307",113,46
"5308",39,142
"5309",90,62
"5310",91,149
"5311",24,122
"5312",7,67
"5313",20,131
"5314",7,124
"5315",7,148
"5316",59,49
"5317",135,40
"5318",46,20
"5319",59,138
"5320",1,67
"5321",118,112
"5322",59,138
"5323",5,69
"5324",120,138
"5325",59,138
"5326",59,49
"5327",34,73
"5328",24,60
"5329",67,1
"5330",67,24
"5331",20,131
"5332",24,131
"5333",24,60
"5334",34,145
"5335",77,53
"5336",91,149
"5337",20,131
"5338",46,20
"5339",46,61
"5340",5,69
"5341",45,24
"5342",20,46
"5343",82,81
"5344",24,67
"5345",24,67
"5346",121,82
"5347",5,69
"5348",24,90
"5349",100,118
"5350",41,152
"5351",59,138
"5352",138,59
"5353",45,24
"5354",120,92
"5355",36,102
"5356",91,149
"5357",45,138
"5358",20,131
"5359",120,59
"5360",59,138
"5361",120,59
"5362",100,118
"5363",120,92
"5364",53,138
"5365",120,92
"5366",46,20
"5367",24,45
"5368",41,152
"5369",20,122
"5370",20,131
"5371",59,120
"5372",59,138
"5373",138,92
"5374",59,92
"5375",46,20
"5376",46,61
"5377",26,58
"5378",24,131
"5379",92,120
"5380",20,61
"5381",46,20
"5382",74,63
"5383",118,100
"5384",98,67
"5385",58,53
"5386",127,33
"5387",123,28
"5388",77,53
"5389",77,53
"5390",131,20
"5391",1,154
"5392",36,129
"5393",1,76
"5394",53,113
"5395",61,122
"5396",120,92
"5397",5,69
"5398",120,92
"5399",92,120
"5400",46,20
"5401",120,138
"5402",121,154
"5403",24,143
"5404",24,131
"5405",120,92
"5406",121,82
"5407",24,67
"5408",67,90
"5409",138,65
"5410",69,102
"5411",59,120
"5412",65,154
"5413",91,149
"5414",92,120
"5415",46,3
"5416",127,33
"5417",156,36
"5418",91,149
"5419",59,49
"5420",39,142
"5421",36,156
"5422",117,34
"5423",90,42
"5424",121,7
"5425",121,7
"5426",74,70
"5427",59,49
"5428",36,156
"5429",121,82
"5430",91,149
"5431",45,67
"5432",121,11
"5433",45,82
"5434",45,138
"5435",121,45
"5436",98,67
"5437",113,45
"5438",113,109
"5439",77,53
"5440",77,53
"5441",100,118
"5442",109,148
"5443",121,124
"5444",129,91
"5445",41,152
"5446",58,26
"5447",69,118
"5448",39,142
"5449",69,118
"5450",46,20
"5451",98,67
"5452",120,59
"5453",59,65
"5454",24,67
"5455",20,117
"5456",74,63
"5457",131,20
"5458",34,117
"5459",46,20
"5460",20,131
"5461",67,24
"5462",67,98
"5463",156,55
"5464",20,113
"5465",20,46
"5466",5,74
"5467",74,5
"5468",130,120
"5469",121,67
"5470",59,138
"5471",156,154
"5472",59,49
"5473",34,57
"5474",58,26
"5475",59,138
"5476",156,154
"5477",59,26
"5478",1,154
"5479",95,53
"5480",85,42
"5481",113,20
"5482",20,131
"5483",131,20
"5484",20,131
"5485",82,121
"5486",82,121
"5487",82,121
"5488",121,82
"5489",1,76
"5490",120,59
"5491",41,74
"5492",120,138
"5493",120,92
"5494",41,74
"5495",45,109
"5496",59,138
"5497",145,27
"5498",26,59
"5499",113,61
"5500",45,109
"5501",41,74
"5502",46,113
"5503",45,109
"5504",59,138
"5505",41,74
"5506",120,138
"5507",120,92
"5508",138,59
"5509",138,120
"5510",20,131
"5511",20,46
"5512",118,112
"5513",59,138
"5514",90,104
"5515",90,104
"5516",138,59
"5517",36,103
"5518",138,59
"5519",120,4
"5520",123,67
"5521",77,53
"5522",149,91
"5523",45,109
"5524",27,57
"5525",149,91
"5526",138,45
"5527",82,121
"5528",77,53
"5529",82,121
"5530",138,59
"5531",121,82
"5532",138,59
"5533",59,49
"5534",156,36
"5535",46,20
"5536",59,138
"5537",138,59
"5538",59,49
"5539",131,20
"5540",59,138
"5541",20,46
"5542",59,138
"5543",46,113
"5544",46,20
"5545",46,20
"5546",39,90
"5547",74,5
"5548",138,59
"5549",59,65
"5550",59,138
"5551",46,20
"5552",58,26
"5553",20,117
"5554",117,20
"5555",77,53
"5556",57,117
"5557",149,91
"5558",138,120
"5559",82,45
"5560",77,53
"5561",91,149
"5562",121,2
"5563",92,59
"5564",138,109
"5565",59,49
"5566",57,47
"5567",46,20
"5568",120,92
"5569",15,113
"5570",118,100
"5571",74,69
"5572",74,69
"5573",46,20
"5574",36,156
"5575",59,138
"5576",120,92
"5577",59,65
"5578",120,138
"5579",59,49
"5580",90,123
"5581",39,90
"5582",46,20
"5583",120,138
"5584",109,130
"5585",58,113
"5586",138,120
"5587",122,61
"5588",74,63
"5589",120,92
"5590",59,49
"5591",53,49
"5592",72,27
"5593",46,131
"5594",120,4
"5595",72,57
"5596",46,20
"5597",156,3
"5598",17,73
"5599",17,73
"5600",38,48
"5601",59,49
"5602",41,152
"5603",156,3
"5604",95,58
"5605",131,20
"5606",20,131
"5607",92,120
"5608",67,154
"5609",67,131
"5610",122,20
"5611",67,98
"5612",46,20
"5613",118,112
"5614",118,112
"5615",92,138
"5616",91,149
"5617",91,149
"5618",149,91
"5619",123,134
"5620",104,105
"5621",41,152
"5622",7,67
"5623",46,20
"5624",59,138
"5625",24,67
"5626",131,20
"5627",59,49
"5628",92,138
"5629",24,90
"5630",24,45
"5631",24,67
"5632",24,67
"5633",24,45
"5634",24,45
"5635",24,67
"5636",20,131
"5637",20,131
"5638",122,20
"5639",113,109
"5640",113,61
"5641",113,109
"5642",118,112
"5643",149,91
"5644",91,149
"5645",58,26
"5646",59,49
"5647",46,20
"5648",5,69
"5649",92,138
"5650",120,138
"5651",41,152
"5652",5,69
"5653",91,149
"5654",130,109
"5655",130,120
"5656",5,69
"5657",5,69
"5658",138,120
"5659",138,109
"5660",109,130
"5661",109,45
"5662",113,45
"5663",91,138
"5664",24,90
"5665",24,67
"5666",45,109
"5667",72,145
"5668",74,41
"5669",58,53
"5670",24,124
"5671",109,45
"5672",26,59
"5673",130,109
"5674",109,113
"5675",109,130
"5676",59,92
"5677",34,117
"5678",46,20
"5679",59,49
"5680",59,138
"5681",123,40
"5682",82,121
"5683",82,121
"5684",82,81
"5685",82,121
"5686",82,121
"5687",82,65
"5688",82,121
"5689",66,36
"5690",80,48
"5691",5,69
"5692",118,112
"5693",74,69
"5694",74,69
"5695",5,69
"5696",5,69
"5697",74,5
"5698",17,117
"5699",61,20
"5700",53,113
"5701",67,24
"5702",59,49
"5703",95,58
"5704",131,20
"5705",34,17
"5706",27,57
"5707",58,95
"5708",120,138
"5709",90,104
"5710",138,92
"5711",91,149
"5712",138,65
"5713",5,69
"5714",138,45
"5715",45,109
"5716",20,131
"5717",95,58
"5718",72,57
"5719",130,109
"5720",120,138
"5721",59,138
"5722",57,34
"5723",24,131
"5724",66,43
"5725",58,95
"5726",74,69
"5727",41,100
"5728",122,61
"5729",156,67
"5730",49,92
"5731",59,49
"5732",24,67
"5733",91,138
"5734",54,91
"5735",20,61
"5736",59,154
"5737",59,49
"5738",100,85
"5739",24,67
"5740",92,138
"5741",74,63
"5742",120,59
"5743",77,53
"5744",57,47
"5745",1,154
"5746",5,69
"5747",41,152
"5748",5,69
"5749",95,26
"5750",36,66
"5751",138,154
"5752",20,131
"5753",24,67
"5754",156,69
"5755",109,131
"5756",36,66
"5757",20,131
"5758",118,112
"5759",36,39
"5760",131,113
"5761",131,20
"5762",36,43
"5763",131,20
"5764",46,20
"5765",145,27
"5766",59,120
"5767",58,53
"5768",20,131
"5769",5,69
"5770",20,131
"5771",92,138
"5772",61,45
"5773",91,149
"5774",61,122
"5775",39,94
"5776",59,49
"5777",53,59
"5778",67,24
"5779",67,156
"5780",20,55
"5781",61,11
"5782",67,98
"5783",100,118
"5784",39,90
"5785",85,100
"5786",131,20
"5787",61,131
"5788",149,91
"5789",24,67
"5790",92,138
"5791",58,95
"5792",5,69
"5793",41,152
"5794",118,100
"5795",41,152
"5796",60,123
"5797",60,123
"5798",39,50
"5799",117,17
"5800",41,74
"5801",118,100
"5802",59,92
"5803",46,20
"5804",104,105
"5805",45,109
"5806",145,27
"5807",154,138
"5808",85,100
"5809",59,65
"5810",60,65
"5811",146,60
"5812",118,112
"5813",6,13
"5814",46,20
"5815",154,138
"5816",59,49
"5817",149,91
"5818",46,113
"5819",120,138
"5820",120,130
"5821",91,149
"5822",46,20
"5823",131,20
"5824",120,92
"5825",138,120
"5826",122,131
"5827",29,141
"5828",24,11
"5829",24,45
"5830",34,48
"5831",24,67
"5832",120,4
"5833",120,92
"5834",46,18
"5835",46,20
"5836",138,59
"5837",138,59
"5838",117,17
"5839",91,149
"5840",92,138
"5841",46,18
"5842",20,131
"5843",19,5
"5844",91,149
"5845",53,58
"5846",120,138
"5847",131,61
"5848",156,55
"5849",58,91
"5850",58,143
"5851",143,58
"5852",117,17
"5853",20,131
"5854",34,17
"5855",117,34
"5856",130,120
"5857",130,138
"5858",58,143
"5859",118,79
"5860",118,100
"5861",120,4
"5862",77,53
"5863",58,143
"5864",72,57
"5865",45,61
"5866",143,58
"5867",45,109
"5868",45,11
"5869",49,59
"5870",59,49
"5871",59,49
"5872",59,138
"5873",120,138
"5874",45,113
"5875",59,49
"5876",138,130
"5877",130,138
"5878",20,131
"5879",20,131
"5880",20,131
"5881",20,131
"5882",1,85
"5883",43,112
"5884",43,112
"5885",90,78
"5886",131,20
"5887",46,20
"5888",46,114
"5889",1,76
"5890",57,72
"5891",5,69
"5892",46,20
"5893",149,91
"5894",20,131
"5895",143,58
"5896",138,113
"5897",45,138
"5898",123,19
"5899",20,131
"5900",60,123
"5901",17,34
"5902",46,20
"5903",6,13
"5904",20,131
"5905",58,143
"5906",120,4
"5907",20,131
"5908",82,81
"5909",82,81
"5910",7,148
"5911",118,112
"5912",39,90
"5913",46,144
"5914",46,20
"5915",117,20
"5916",45,121
"5917",46,20
"5918",117,57
"5919",143,58
"5920",59,65
"5921",5,69
"5922",20,131
"5923",131,20
"5924",91,138
"5925",34,17
"5926",59,49
"5927",20,61
"5928",117,17
"5929",67,90
"5930",53,58
"5931",7,147
"5932",20,131
"5933",43,102
"5934",53,113
"5935",119,44
"5936",44,119
"5937",5,74
"5938",119,44
"5939",118,112
"5940",44,119
"5941",58,143
"5942",46,20
"5943",61,20
"5944",117,72
"5945",61,20
"5946",24,67
"5947",91,138
"5948",20,131
"5949",20,131
"5950",39,94
"5951",69,103
"5952",143,58
"5953",138,92
"5954",69,103
"5955",20,131
"5956",36,102
"5957",69,103
"5958",91,138
"5959",45,113
"5960",20,131
"5961",20,131
"5962",27,57
"5963",58,143
"5964",59,49
"5965",72,27
"5966",59,138
"5967",41,152
"5968",41,152
"5969",59,138
"5970",130,4
"5971",20,131
"5972",59,49
"5973",85,100
"5974",46,20
"5975",45,24
"5976",29,141
"5977",91,138
"5978",46,20
"5979",154,59
"5980",117,57
"5981",41,63
"5982",131,61
"5983",91,138
"5984",20,131
"5985",46,20
"5986",20,46
"5987",6,64
"5988",6,64
"5989",115,72
"5990",53,59
"5991",121,82
"5992",120,138
"5993",60,123
"5994",66,140
"5995",6,64
"5996",20,131
"5997",56,61
"5998",121,147
"5999",34,117
"6000",91,39
"6001",117,34
"6002",24,131
"6003",121,124
"6004",39,142
"6005",91,39
"6006",104,105
"6007",72,57
"6008",45,15
"6009",58,108
"6010",20,61
"6011",113,45
"6012",53,45
"6013",92,120
"6014",20,131
"6015",60,121
"6016",5,78
"6017",59,49
"6018",91,39
"6019",20,61
"6020",113,15
"6021",34,47
"6022",57,72
"6023",92,138
"6024",57,72
"6025",33,44
"6026",130,120
"6027",58,95
"6028",5,78
"6029",113,120
"6030",88,138
"6031",20,117
"6032",61,20
"6033",77,113
"6034",61,122
"6035",75,91
"6036",20,17
"6037",59,15
"6038",72,57
"6039",17,73
"6040",74,63
"6041",117,20
"6042",77,53
"6043",58,108
"6044",59,65
"6045",20,122
"6046",20,117
"6047",60,147
"6048",1,85
"6049",59,4
"6050",92,120
"6051",92,120
"6052",46,20
"6053",24,60
"6054",20,131
"6055",17,20
"6056",61,122
"6057",59,49
"6058",120,92
"6059",46,61
"6060",60,98
"6061",59,53
"6062",61,122
"6063",39,94
"6064",77,113
"6065",60,11
"6066",112,118
"6067",98,60
"6068",56,48
"6069",39,142
"6070",92,120
"6071",15,59
"6072",20,131
"6073",20,61
"6074",24,67
"6075",61,124
"6076",154,138
"6077",20,131
"6078",24,131
"6079",61,24
"6080",61,24
"6081",60,11
"6082",46,131
"6083",82,67
"6084",60,11
"6085",49,59
"6086",59,53
"6087",138,26
"6088",59,49
"6089",77,138
"6090",138,58
"6091",58,26
"6092",46,20
"6093",46,61
"6094",138,77
"6095",109,45
"6096",77,138
"6097",77,53
"6098",77,53
"6099",77,53
"6100",61,24
"6101",61,20
"6102",61,20
"6103",24,68
"6104",24,131
"6105",90,78
"6106",90,116
"6107",90,67
"6108",61,20
"6109",106,63
"6110",59,76
"6111",59,138
"6112",59,138
"6113",61,131
"6114",24,131
"6115",121,82
"6116",117,34
"6117",121,67
"6118",121,82
"6119",41,74
"6120",20,61
"6121",74,5
"6122",20,131
"6123",59,120
"6124",20,131
"6125",69,103
"6126",91,149
"6127",121,124
"6128",24,67
"6129",20,131
"6130",69,102
"6131",69,43
"6132",59,49
"6133",17,117
"6134",43,55
"6135",69,152
"6136",56,147
"6137",59,65
"6138",74,152
"6139",15,109
"6140",58,26
"6141",59,65
"6142",5,69
"6143",59,138
"6144",138,59
"6145",49,59
"6146",65,147
"6147",113,15
"6148",119,18
"6149",41,152
"6150",108,58
"6151",41,74
"6152",95,58
"6153",59,65
"6154",59,49
"6155",65,147
"6156",119,18
"6157",41,74
"6158",91,149
"6159",91,149
"6160",24,67
"6161",24,90
"6162",16,44
"6163",58,108
"6164",59,138
"6165",67,24
"6166",120,92
"6167",82,121
"6168",49,59
"6169",59,49
"6170",6,64
"6171",49,59
"6172",59,49
"6173",6,64
"6174",20,131
"6175",59,138
"6176",6,64
"6177",20,131
"6178",59,92
"6179",131,20
"6180",69,66
"6181",69,66
"6182",92,120
"6183",58,108
"6184",120,92
"6185",121,154
"6186",65,15
"6187",82,60
"6188",50,39
"6189",59,92
"6190",69,102
"6191",59,138
"6192",33,125
"6193",49,59
"6194",59,138
"6195",54,91
"6196",59,49
"6197",137,18
"6198",95,75
"6199",59,49
"6200",121,82
"6201",120,130
"6202",15,65
"6203",118,100
"6204",48,38
"6205",5,69
"6206",59,4
"6207",59,120
"6208",65,15
"6209",20,122
"6210",17,61
"6211",20,131
"6212",113,15
"6213",48,17
"6214",59,138
"6215",20,46
"6216",17,34
"6217",74,152
"6218",20,131
"6219",144,137
"6220",20,131
"6221",5,116
"6222",20,55
"6223",5,69
"6224",20,122
"6225",59,120
"6226",120,138
"6227",154,147
"6228",92,120
"6229",69,36
"6230",120,92
"6231",112,118
"6232",59,120
"6233",59,49
"6234",41,152
"6235",57,34
"6236",117,47
"6237",72,27
"6238",59,49
"6239",59,120
"6240",49,92
"6241",59,49
"6242",85,100
"6243",26,58
"6244",5,69
"6245",20,131
"6246",20,131
"6247",67,154
"6248",61,20
"6249",58,26
"6250",120,138
"6251",59,138
"6252",119,18
"6253",59,4
"6254",59,4
"6255",91,75
"6256",69,118
"6257",130,138
"6258",130,138
"6259",130,138
"6260",130,120
"6261",130,109
"6262",20,131
"6263",66,140
"6264",92,138
"6265",92,138
"6266",112,118
"6267",120,130
"6268",20,131
"6269",53,58
"6270",59,65
"6271",120,92
"6272",58,53
"6273",59,138
"6274",109,130
"6275",106,74
"6276",92,120
"6277",59,138
"6278",74,106
"6279",108,58
"6280",82,121
"6281",72,57
"6282",59,49
"6283",46,113
"6284",46,20
"6285",117,47
"6286",61,68
"6287",20,131
"6288",20,131
"6289",44,33
"6290",66,140
"6291",156,55
"6292",5,69
"6293",41,63
"6294",113,61
"6295",112,118
"6296",69,5
"6297",85,100
"6298",20,131
"6299",46,20
"6300",85,100
"6301",102,55
"6302",20,131
"6303",20,131
"6304",20,61
"6305",130,120
"6306",121,154
"6307",121,67
"6308",95,58
"6309",16,44
"6310",61,20
"6311",61,20
"6312",67,24
"6313",61,113
"6314",67,1
"6315",67,84
"6316",59,49
"6317",39,142
"6318",34,117
"6319",34,17
"6320",61,68
"6321",17,34
"6322",6,64
"6323",119,16
"6324",113,131
"6325",6,13
"6326",131,20
"6327",131,61
"6328",6,64
"6329",131,20
"6330",131,20
"6331",117,34
"6332",57,72
"6333",72,27
"6334",149,91
"6335",113,45
"6336",154,65
"6337",20,131
"6338",49,59
"6339",49,120
"6340",119,16
"6341",56,17
"6342",34,17
"6343",60,11
"6344",106,84
"6345",34,57
"6346",90,156
"6347",20,131
"6348",88,28
"6349",6,64
"6350",116,5
"6351",20,131
"6352",138,59
"6353",20,131
"6354",60,121
"6355",34,117
"6356",53,113
"6357",7,65
"6358",53,113
"6359",7,143
"6360",20,122
"6361",20,122
"6362",20,131
"6363",24,131
"6364",6,64
"6365",54,90
"6366",24,90
"6367",24,131
"6368",137,97
"6369",33,44
"6370",24,143
"6371",24,67
"6372",24,11
"6373",117,34
"6374",20,131
"6375",20,122
"6376",6,64
"6377",34,117
"6378",117,27
"6379",6,13
"6380",88,108
"6381",11,45
"6382",45,53
"6383",135,99
"6384",46,20
"6385",65,147
"6386",46,20
"6387",34,117
"6388",46,113
"6389",34,57
"6390",46,20
"6391",58,53
"6392",122,131
"6393",20,46
"6394",20,46
"6395",20,131
"6396",122,20
"6397",57,47
"6398",106,118
"6399",1,67
"6400",122,20
"6401",48,38
"6402",122,20
"6403",131,20
"6404",131,20
"6405",131,20
"6406",131,20
"6407",121,82
"6408",121,60
"6409",20,131
"6410",20,131
"6411",20,131
"6412",60,121
"6413",20,131
"6414",121,67
"6415",117,34
"6416",20,131
"6417",122,20
"6418",48,56
"6419",72,47
"6420",48,38
"6421",45,24
"6422",130,77
"6423",11,147
"6424",46,20
"6425",45,53
"6426",117,34
"6427",46,20
"6428",45,109
"6429",46,20
"6430",11,24
"6431",46,20
"6432",45,53
"6433",138,154
"6434",77,130
"6435",33,97
"6436",131,20
"6437",120,113
"6438",20,61
"6439",24,67
"6440",120,59
"6441",20,131
"6442",24,68
"6443",131,61
"6444",131,61
"6445",20,117
"6446",67,1
"6447",111,16
"6448",122,61
"6449",67,143
"6450",67,98
"6451",97,16
"6452",1,67
"6453",44,151
"6454",34,117
"6455",34,117
"6456",1,67
"6457",120,138
"6458",120,92
"6459",67,1
"6460",117,34
"6461",7,60
"6462",59,65
"6463",46,20
"6464",149,91
"6465",59,65
"6466",7,65
"6467",59,138
"6468",59,120
"6469",138,120
"6470",59,120
"6471",119,18
"6472",59,49
"6473",7,67
"6474",118,112
"6475",92,120
"6476",49,59
"6477",120,138
"6478",59,49
"6479",120,92
"6480",7,65
"6481",1,76
"6482",34,47
"6483",113,45
"6484",113,45
"6485",117,34
"6486",120,138
"6487",117,27
"6488",90,42
"6489",137,144
"6490",67,1
"6491",90,39
"6492",61,20
"6493",67,24
"6494",67,143
"6495",67,90
"6496",118,112
"6497",120,4
"6498",120,138
"6499",61,20
"6500",117,34
"6501",59,92
"6502",34,57
"6503",5,69
"6504",59,138
"6505",143,149
"6506",41,85
"6507",34,57
"6508",57,47
"6509",109,45
"6510",109,45
"6511",34,57
"6512",24,67
"6513",59,138
"6514",120,4
"6515",46,18
"6516",42,90
"6517",120,138
"6518",72,57
"6519",74,41
"6520",61,147
"6521",122,20
"6522",65,147
"6523",59,120
"6524",143,149
"6525",59,138
"6526",65,147
"6527",77,130
"6528",20,131
"6529",17,73
"6530",20,122
"6531",20,61
"6532",120,92
"6533",20,131
"6534",20,131
"6535",46,20
"6536",120,4
"6537",69,5
"6538",20,61
"6539",69,102
"6540",120,4
"6541",130,77
"6542",39,142
"6543",74,63
"6544",39,142
"6545",137,119
"6546",120,59
"6547",137,119
"6548",120,92
"6549",59,120
"6550",120,4
"6551",65,147
"6552",38,48
"6553",113,53
"6554",7,65
"6555",24,68
"6556",24,67
"6557",43,112
"6558",43,112
"6559",43,112
"6560",75,144
"6561",61,67
"6562",39,94
"6563",74,41
"6564",137,119
"6565",47,117
"6566",118,79
"6567",47,57
"6568",46,20
"6569",59,138
"6570",24,67
"6571",156,30
"6572",46,20
"6573",61,122
"6574",20,131
"6575",113,45
"6576",20,46
"6577",39,94
"6578",113,45
"6579",113,45
"6580",75,91
